protein_ids	protein_names	gene_names	uniprot_ids	refset_protein_ids	refseq_mrna_id	ensembl_id	mgi_id	protein_length	protein_copynumber	protein_halflife	mrna_copynumber	mrna_halflife	transcription_rate	translation_rate
IPI00137263.2;IPI00857198.1;IPI00461363.1;IPI00856677.1	DNA repair endonuclease XPF;DNA excision repair protein ERCC-4;Putative uncharacterized protein	Ercc4	Q9QZD4;Q3UEU6;Q3UUC1;Q9CXC7	NP_056584	NM_015769	ENSMUST00000023206	MGI:1354163;MGI:1354163	917	5462.51	31.95	1.77	6.4900000000000002	0.25	625.91999999999996
IPI00230665.2;IPI00122971.2;IPI00830721.2;IPI00900395.1;IPI00408904.2;IPI00874631.1	Neural cell adhesion molecule 1	Ncam1;Ncam	P13595-2;P13595;P13595-1;P13595-3;O08909;O88682;Q61946;Q6LBT4;P13595-4	NP_001074914;NP_001106675;NP_035005	NM_001081445	ENSMUST00000053131;ENSMUST00000114481;ENSMUST00000114483	MGI:97281;MGI:97281;MGI:97281;MGI:97281	848	24883.51	12.11	6.5499999999999998	14.25	0.46000000000000002	305.48000000000002
IPI00387504.1;IPI00331563.2;IPI00553379.3;IPI00758361.1;IPI00553623.1	Putative uncharacterized protein;Mannose-P-dolichol utilization defect 1 protein;Suppressor of Lec15 and Lec35 glycosylation mutation homolog;Mannose-P-dolichol utilization defect 1	Mpdu1;Supl15h;RP23-422L16.8-003;RP23-422L16.8-002	Q8C9V6;Q8R0J2;Q9R0Q9;Q5F2A9;Q5F2B1	NP_036030;XP_001479721	NM_011900	ENSMUST00000018905;ENSMUST00000094073;ENSMUST00000094072	MGI:1346040;MGI:1346040;MGI:1346040;MGI:1346040	247	39565.46	44.53	24.5	8.6899999999999995	2.4500000000000002	63.439999999999998
IPI00222983.1;IPI00876371.1;IPI00720031.2;IPI00467006.2;IPI00875328.1;IPI00830673.1;IPI00284657.3;IPI00831236.1;IPI00830953.1	Eukaryotic translation initiation factor 4E type 2;Eukaryotic translation initiation factor 4E-like 3;eIF4E-like protein 4E-LP;Eukaryotic translation initiation factor 4E member 2;Eif4e2 protein;Putative uncharacterized protein	Eif4e2;Eif4el3	Q8BMB3;Q0P688;Q80ZJ3;Q9D334;Q3UUT0	NP_001034259;NP_001034258;NP_075803	NM_001039170	ENSMUST00000050876;ENSMUST00000113233;ENSMUST00000027471;ENSMUST00000113231;ENSMUST00000113236;ENSMUST00000076362;ENSMUST00000113232	MGI:1914440;MGI:1914440;MGI:1914440;MGI:1914440;MGI:1914440	245	39315.98	26.79	27.73	11.82	2.2000000000000002	69.969999999999999
IPI00131905.1	STAM-binding protein;Associated molecule with the SH3 domain of STAM	Stambp;Amsh	Q9CQ26;Q3TGB1;Q5DTH9	NP_077201	NM_024239	ENSMUST00000068054	MGI:1917777	424	26684.63	39.3	5.3499999999999996	5.7800000000000002	0.75	203.25999999999999
IPI00321922.2	Phosphofurin acidic cluster sorting protein 1	Pacs1	Q8K212;Q3TAB8;Q3TP27	NP_694769	NM_153129	ENSMUST00000025786	MGI:1277113	961	20233.65	34.6	8.8200000000000003	15.460000000000001	0.57999999999999996	99.5
IPI00808598.1;IPI00153986.2;IPI00459282.1	General transcription factor IIF, polypeptide 1;General transcription factor IIF, polypeptide 1, isoform CRA_c;General transcription factor IIF subunit 1;Transcription initiation factor IIF subunit alpha;Putative uncharacterized protein	Gtf2f1;mCG_5591	Q8R5B7;Q9CSF1;Q3THK3;Q8BVJ2	NP_598562	NM_133801	ENSMUST00000002733;ENSMUST00000066446	MGI:1923848;MGI:1923848;MGI:1923848	508	25035.73	51.58	39.759999999999998	9.3599999999999994	4.9400000000000004	25.579999999999998
IPI00464325.3	WD repeat-containing protein 70	Wdr70	Q3TWF6	NP_001074871	NM_001081402	ENSMUST00000045766	MGI:1921020	657	15221.64	22.35	17.559999999999999	10.85	1.48	47.170000000000002
IPI00222090.6	SH3 and PX domain-containing protein 2B;Factor for adipocyte differentiation 49	Sh3pxd2b;Fad49	A2AAY5;B9EJ37;Q5DTZ1	NP_796338	NM_177364	ENSMUST00000038753	MGI:2442062	908	9234.86	204.16	9.4100000000000001	8.9900000000000002	0.93000000000000005	26.969999999999999
IPI00882315.1	Putative uncharacterized protein	Tpr	Q8BK71	NA	NA	ENSMUST00000064506;ENSMUST00000119161	MGI:1922066	411	27070.83	39.45	"NA"	"NA"	"NA"	"NA"
IPI00129226.3;IPI00323397.1;IPI00830459.1	E3 ubiquitin-protein ligase Mdm2;p53-binding protein Mdm2;Oncoprotein Mdm2;Double minute 2 protein;Transformed mouse 3T3 cell double minute 2 transcript variant	Mdm2	P23804-2;P23804;Q3TVL4;Q569X0;Q91XK7;P23804-1;Q2L9A9	NP_034916	NM_010786	ENSMUST00000020408;ENSMUST00000105263	MGI:96952;MGI:96952;MGI:96952	489	31157.09	0.74	2599.5900000000001	3.2000000000000002	610.51999999999998	11.51
IPI00134106.3	Protein KTI12 homolog	Kti12	Q9D1R2	NP_083847	NM_029571	ENSMUST00000102738	MGI:1923547	351	12395.22	29.12	18.32	4.1299999999999999	3.4199999999999999	31.66
IPI00354224.1	Peptidylprolyl cis/trans isomerase, NIMA-interacting 1-like;Putative uncharacterized protein;MCG20568	Pin1l;OTTMUSG00000014964;mCG_20568	Q3ULQ2	NP_001028940	NM_001033768	ENSMUST00000034689	MGI:3649546	159	26334.59	50.47	2.4300000000000002	8.3000000000000007	0.37	314.81
IPI00463493.1;IPI00381683.2	Gbf1 protein	Gbf1	A0JLN9;Q3UPP2;Q6A099;Q6DFZ1;Q6PB54;Q8BYH5;Q8R0M4	NP_849261	NM_178930	ENSMUST00000026254	MGI:1861607	1861	24739.08	35.24	13.32	14.66	0.91000000000000003	79.900000000000006
IPI00120909.1	Ribonuclease P protein subunit p20	Pop7;Rpp20	Q9DCH2	NP_083029	NM_028753	ENSMUST00000031728;ENSMUST00000111035	MGI:1921347	140	28014.65	31	15.5	4.4699999999999998	2.7000000000000002	82.049999999999997
IPI00132506.3;IPI00648750.1	Cation transport regulator-like protein 2	Chac2	Q9CQG1-1;Q9CQG1;Q9CQG1-2	NP_080803	NM_026527	ENSMUST00000020553	MGI:1915294;MGI:1915294	178	17405.11	141.68	2.04	3.1400000000000001	0.48999999999999999	245.99000000000001
IPI00460717.2	MKIAA0728 protein	Dst;mKIAA0728	Q6ZQ59	NA	NA	ENSMUST00000088216;ENSMUST00000097785	MGI:104627	1636	12329.14	23.97	"NA"	"NA"	"NA"	"NA"
IPI00653515.1;IPI00785217.1;IPI00312063.1	Putative uncharacterized protein;Low-density lipoprotein receptor	Ldlr	Q3TDD1;Q3TVR4;Q3U8R7;Q6GTJ9;Q8VCT0;Q91ZJ1;P35951	NP_034830	NM_010700	ENSMUST00000034713;ENSMUST00000070068	MGI:96765;MGI:96765;MGI:96765	810	14289.94	7.36	19.489999999999998	4.9500000000000002	3.1000000000000001	85.060000000000002
IPI00170123.3	DNA polymerase beta	Polb	Q8K409;Q62085	NP_035260	NM_011130	ENSMUST00000033938	MGI:97740	335	14884.87	39.33	7.2699999999999996	5.2199999999999998	1.1100000000000001	150.36000000000001
IPI00848627.1;IPI00556735.2;IPI00323969.3;IPI00831457.1;IPI00831633.1;IPI00831325.1	Akt1 protein;RAC-alpha serine/threonine-protein kinase;RAC-PK-alpha;AKT1 kinase;C-AKT;Protein kinase B;Thymoma viral proto-oncogene	Akt1;Akt;Rac	A4FUQ9;Q6GSA6;Q8BS26;P31750	NP_001159366;XP_001479211;NP_033782;XP_001479205	NM_001165894	ENSMUST00000001780;ENSMUST00000109749;ENSMUST00000121171	MGI:87986;MGI:87986	488	37060.73	27.79	85.719999999999999	15.99	5.54	20.859999999999999
IPI00454118.1;IPI00124762.3;IPI00651872.2	Bifunctional polynucleotide phosphatase/kinase;Polynucleotide kinase-3'-phosphatase;DNA 5'-kinase/3'-phosphatase;Polynucleotide 3'-phosphatase;2'(3')-polynucleotidase;Polynucleotide 5'-hydroxyl-kinase;Putative uncharacterized protein	Pnkp	Q9JLV6-1;Q9JLV6;Q9JLV6-2;Q3T9F5	NP_067524	NM_021549	ENSMUST00000003044;ENSMUST00000085410;ENSMUST00000107876;ENSMUST00000098478	MGI:1891698;MGI:1891698;MGI:1891698	522	16901.19	108.11	6.8899999999999997	6.5999999999999996	0.85999999999999999	73.340000000000003
IPI00116248.1;IPI00225349.1	GMP reductase 2;Guanosine 5'-monophosphate oxidoreductase 2;GMP reductase	Gmpr2;mCG_22065	Q99L27;Q542X2	NP_818773	NM_177992	ENSMUST00000002397	MGI:1917903;MGI:1917903	348	20009.44	269.91	8.1600000000000001	8.1999999999999993	0.84999999999999998	42.289999999999999
IPI00849118.1;IPI00110049.5;IPI00853800.1;IPI00760095.2;IPI00850842.1;IPI00118739.3	Exportin-7;Ran-binding protein 16	Xpo7;Kiaa0745;Ranbp16	Q9EPK7-1;Q9EPK7;Q9EPK7-2	XP_001479583;NP_075532;XP_001479590;XP_001479577	NA	ENSMUST00000022696	MGI:1929705;MGI:1929705	1088	25882.79	117.97	"NA"	"NA"	"NA"	"NA"
IPI00475138.1;IPI00474002.1;IPI00890167.1;IPI00277874.4;IPI00880471.1;IPI00881962.1;IPI00130663.1;IPI00882114.1	NA	NA	NA	XP_001474124;XP_001474138;XP_001477471;XP_001477487	NA	NA	NA	149	17994.44	46.44	"NA"	"NA"	"NA"	"NA"
IPI00267492.4;IPI00274647.3;IPI00720187.1;IPI00338578.1;IPI00338823.2;IPI00262094.8;IPI00338822.1	Protein bicaudal D homolog 2	Bicd2;Kiaa0699	Q921C5-2;Q921C5;Q921C5-1;Q3TBD4;Q921C5-3	NP_001034268;NP_084067;NP_001034269	NM_001039179	ENSMUST00000048544;ENSMUST00000110085	MGI:1924145;MGI:1924145;MGI:1924145	851	13703.14	24.68	12.859999999999999	9.3000000000000007	1.22	54.609999999999999
IPI00890280.1;IPI00408265.3;IPI00828500.1;IPI00817022.1;IPI00750528.1;IPI00757574.1	Cobl-like 1;Cordon-bleu protein-like 1;Cobl-related protein 1	Cobll1;RP23-286N21.1-001;Coblr1;Kiaa0977;RP23-286N21.1-002	B1AZ14;Q3UMF0-2;Q3UMF0;B1AZ15;Q3UMF0-4;B1AZ10	NP_795999;NP_081501	NM_177025	ENSMUST00000072921;ENSMUST00000112431;ENSMUST00000112432;ENSMUST00000068356;ENSMUST00000102726	MGI:2442894;MGI:2442894	1241	11388.59	43.41	9.0800000000000001	6.6299999999999999	1.1299999999999999	49.289999999999999
IPI00119852.1;IPI00623458.1	1-acylglycerol-3-phosphate O-acyltransferase ABHD5;Abhydrolase domain-containing protein 5;Lipid droplet-binding protein CGI-58	Abhd5	Q9DBL9-1;Q9DBL9;Q9DBL9-2;Q922Z5	NP_080455	NM_026179	ENSMUST00000035128;ENSMUST00000111497	MGI:1914719;MGI:1914719	351	32808.84	12.6	"NA"	13.41	"NA"	"NA"
IPI00462855.3	N-terminal kinase-like protein;SCY1-like protein 1;105 kDa kinase-like protein;Mitosis-associated kinase-like protein NTKL	Scyl1	Q9EQC5;B0LAE0	NP_076401	NM_023912	ENSMUST00000025890	MGI:1931787	806	21407.06	47.94	31.510000000000002	10.98	2.6400000000000001	25.800000000000001
IPI00123501.3;IPI00742433.1;IPI00269280.1;	Heterogeneous nuclear ribonucleoprotein U-like protein 1	Hnrnpul1;Hnrpul1	Q8VDM6-1;Q8VDM6;Q8VDM6-2	NP_659171	NM_144922	ENSMUST00000043765;ENSMUST00000108401	MGI:2443517;MGI:2443517	859	29188.98	79.25	48.030000000000001	10.039999999999999	4.3099999999999996	19.539999999999999
IPI00279680.9;IPI00856783.1	Bcl-2-like protein 15;Bcl2-like 15	Bcl2l15;Gm566;AC124698.1-002	Q08ED0;B0V3P5;B0V3P6	NP_001136431;NP_001136432	NM_001142959	ENSMUST00000062945;ENSMUST00000106820;ENSMUST00000106822	MGI:2685412	167	2274.59	38.47	3.3100000000000001	5.4000000000000004	0.82999999999999996	172.81999999999999
IPI00109208.2;IPI00880464.1;IPI00880336.1;IPI00129327.2	Tetratricopeptide repeat protein 33	Ttc33	Q9D6K7-1;Q9D6K7	NP_080489	NM_026213	ENSMUST00000022751;ENSMUST00000081640;ENSMUST00000118193	MGI:1914765	262	29765.62	39.15	9.3000000000000007	6.6200000000000001	1.1599999999999999	132.41
IPI00653545.1	Putative uncharacterized protein	Acin1	Q3UZ28	NA	NA	ENSMUST00000022793;ENSMUST00000100564	MGI:1891824	158	38155.37	46.06	"NA"	"NA"	"NA"	"NA"
IPI00123039.1	Tyrosine-protein phosphatase non-receptor type 1;Protein-tyrosine phosphatase 1B;Protein-tyrosine phosphatase HA2	Ptpn1	P35821;Q3T9Y9;Q3TB93;Q3TZW9;Q3UCZ5	NP_035331	NM_011201	ENSMUST00000029053	MGI:97805	432	36103.19	55.41	11.24	8.3499999999999996	1.1599999999999999	114.81999999999999
IPI00227529.1;IPI00895552.1;IPI00758273.1;IPI00895205.1;IPI00895385.1	Rab9 effector protein with Kelch motifs;Rab9 effector protein with kelch motifs	Rabepk;RP23-446N16.2-006;RP23-446N16.2-002	Q8VCH5;B0R0S4;A2AUF7	NP_663497	NM_145522	ENSMUST00000047963;ENSMUST00000118108;ENSMUST00000113086;ENSMUST00000113088	MGI:2139530;MGI:2139530	380	14871.91	39.95	8.7400000000000002	14.880000000000001	0.92000000000000004	100.53
IPI00467123.2;IPI00553565.1;IPI00553279.1;IPI00553793.3;IPI00553353.4;IPI00553714.1	Protein timeless homolog	Timeless;Tim1;Timeless1	Q9R1X4-1;Q9R1X4;Q9R1X4-2;Q9R1X4-6;Q3U574;Q9R1X4-3;Q9R1X4-5;Q812D7	NP_001157553;NP_035719;NP_001129554;NP_001157552	NM_001164081	ENSMUST00000055539;ENSMUST00000105245;ENSMUST00000105246	MGI:1321393;MGI:1321393;MGI:1321393;MGI:1321393;MGI:1321393	1197	12538.78	21.19	13.279999999999999	7.71	1.46	52.799999999999997
IPI00108727.2;IPI00309001.7	UDP-N-acetylglucosamine transferase subunit ALG13 homolog;Glycosyltransferase 28 domain-containing protein 1	Alg13;Glt28d1	Q9D8C3;A3KGC8	NP_080523	NM_026247	ENSMUST00000070801	MGI:1914824	165	20734.84	7.85	4.1500000000000004	6.4500000000000002	0.53000000000000003	738.62
IPI00312811.2	ADP-ribosylation factor-related protein 1	Arfrp1	Q8BXL7;A2AU19;Q80SX7	NP_001159463;NP_001159464;NP_083978	NM_001165991	ENSMUST00000048269;ENSMUST00000108808	MGI:1923938	201	21157.79	19.68	"NA"	6.4500000000000002	"NA"	"NA"
IPI00607957.1;IPI00118039.1	Arylsulfatase A;Putative uncharacterized protein;Arylsulfatase A, isoform CRA_b;Cerebroside-sulfatase	Arsa;mCG_6813;As2	Q9DC66;P50428	NP_033843	NM_009713	ENSMUST00000023292	MGI:88077;MGI:88077	506	41651	16.64	"NA"	18.210000000000001	"NA"	"NA"
IPI00857920.1;IPI00318923.3;IPI00856241.1;IPI00830460.1;IPI00129923.2;IPI00828377.2	Protein FAM3A	Fam3a	Q9D8T0	NP_079749	NM_025473	ENSMUST00000015427;ENSMUST00000114141;ENSMUST00000114142;ENSMUST00000114143	MGI:1913544	237	15211.04	13.26	9.3699999999999992	15.6	0.62	122.55
IPI00453823.3;IPI00648236.1;IPI00380399.2;IPI00918904.1	KIF1-binding protein	Kbp;Kiaa1279	Q6ZPU9-1;Q6ZPU9;Q6ZPU9-3	NP_082473	NM_028197	ENSMUST00000065887;ENSMUST00000105444	MGI:1919570;MGI:1919570	617	17545.32	28.49	12.9	8.4399999999999995	1.3200000000000001	64.769999999999996
IPI00135484.2;IPI00408162.1	Phosphopantothenate--cysteine ligase;Phosphopantothenoylcysteine synthetase	Ppcs;Coab	Q8VDG5-1;Q8VDG5;A2BGJ4;Q8VDG5-2;A2BGJ3	NP_080770	NM_026494	ENSMUST00000030385	MGI:1915237;MGI:1915237	311	28098.54	107.86	5.8300000000000001	3.98	1.1200000000000001	142.28999999999999
IPI00828892.1;IPI00515687.2;IPI00454079.3	RNA-binding protein 27;RNA-binding motif protein 27;Peri-implantation stem cell protein 1	Rbm27;Kiaa1311	Q5SFM8-1;Q5SFM8;Q5SFM8-2;Q5SFM8-3	NP_766214	NM_172626	ENSMUST00000046972;ENSMUST00000091920;ENSMUST00000115550	MGI:2147194;MGI:2147194;MGI:2147194	1060	16246.79	59.03	5.8499999999999996	4.6900000000000004	0.97999999999999998	98.090000000000003
IPI00137612.1;IPI00754495.1	Surfeit locus protein 6;Surfeit gene 6	Surf6;Surf-6;RP23-414L19.2-007	P70279;Q3V1X4;A2ALA0	NP_033324	NM_009298	ENSMUST00000047632;ENSMUST00000114043	MGI:98447;MGI:98447	355	41095.02	119.93	11.98	4.4900000000000002	2.0800000000000001	99.150000000000006
IPI00165817.4;IPI00890049.1;IPI00750689.2	Open reading frame 19;Putative uncharacterized protein	ORF19	Q8VDD8	NP_001032846;NP_081109	NM_001037757	ENSMUST00000072383;ENSMUST00000116556	MGI:1916017	506	23354.32	91.3	8.2300000000000004	11.550000000000001	0.67000000000000004	87.890000000000001
IPI00122131.1;	Ras and Rab interactor 1;Ras interaction/interference protein 1	Rin1	Q921Q7	NP_663470	NM_145495	ENSMUST00000025818	MGI:2385695	763	43116.19	76.36	35.310000000000002	7.5499999999999998	3.9500000000000002	39.950000000000003
IPI00928437.1;IPI00471311.2;IPI00830894.1	Ribonuclease H2 subunit C;Ribonuclease HI subunit C	Rnaseh2c;Ayp1	Q9CQ18	NP_080892	NM_026616	ENSMUST00000025864	MGI:1915459	168	16257.51	29.54	43.840000000000003	12.09	3.4300000000000002	17.329999999999998
IPI00914724.1;IPI00918052.1;IPI00473315.1;IPI00119320.5	T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3	Tcirg1	Q91W06;Q9CTA9;Q9JHF5;Q9JL12	NP_001129563;NP_001161256;NP_058617	NM_001136091	ENSMUST00000001801	MGI:1350931	834	38019.92	295.93	36.68	6.8499999999999996	4.4400000000000004	26.57
IPI00608012.1;IPI00121264.1;IPI00607921.1;IPI00607987.1;IPI00608115.1;IPI00608089.1	Zinc finger protein 638;Zinc finger matrin-like protein;Nuclear protein 220	Znf638;Np220;Zfml	Q61464-1;Q61464;Q61464-4;Q3UEX6;Q61464-5;Q61464-2;Q99LP9;Q61464-7;Q3TNM0;Q3TQ35;Q3TQM2;Q3TZK9	NP_032743;NP_001159843	NM_008717	ENSMUST00000032088;ENSMUST00000089597;ENSMUST00000113834;ENSMUST00000113835;ENSMUST00000113836	MGI:1203484;MGI:1203484;MGI:1203484;MGI:1203484;MGI:1203484	1960	12275.8	60.52	8.3200000000000003	7.1100000000000003	0.97999999999999998	53.729999999999997
IPI00118952.1	UPF0466 protein C22orf32 homolog, mitochondrial	NA	Q9DB10	NP_081190	NM_026914	ENSMUST00000023086	MGI:1916279	107	19931.66	14.05	96.620000000000005	13.26	7.0899999999999999	14.94
IPI00125899.1;IPI00753025.1;IPI00753627.1	Catenin beta-1;Beta-catenin;Putative uncharacterized protein	Ctnnb1;Catnb	Q02248;Q80VE7;Q3UZT7	NP_001159374;NP_031640	NM_001165902	ENSMUST00000007130	MGI:88276;MGI:88276	781	41280.71	14.42	"NA"	10.859999999999999	"NA"	"NA"
IPI00268553.4;IPI00266614.4;IPI00944191.1	Putative uncharacterized protein;Ribosyldihydronicotinamide dehydrogenase [quinone];NRH dehydrogenase [quinone] 2;NRH:quinone oxidoreductase 2	Nqo2;Nmor2	Q9CVF5;Q9CVI1;Q9JI75	NP_001156713;NP_001156714;NP_064678;NP_001156711	NM_001163241	ENSMUST00000110268;ENSMUST00000021843;ENSMUST00000058978	MGI:104513;MGI:104513	267	38290.21	159.75	2.98	14.41	0.32000000000000001	239.69
IPI00387494.1;IPI00331546.2	Heat shock protein 70-2;Heat shock-related 70 kDa protein 2	Hspa2;Hcp70.2;Hsp70-2	B7U582;Q99KD7;P17156	NP_001002012;NP_032327	NM_001002012	ENSMUST00000080449;ENSMUST00000110404	MGI:96243;MGI:96243	633	9642.09	412.49	1.53	7.4000000000000004	0.17000000000000001	53.299999999999997
IPI00123319.1;IPI00857929.8	Tropomyosin beta chain;Tropomyosin-2;Beta-tropomyosin	Tpm2;Tpm-2	P58774-1;P58774;A2AIM4;Q9D1R6	NP_033442	NM_009416	ENSMUST00000034926;ENSMUST00000107913;ENSMUST00000107914	MGI:98810	284	28762.94	16.82	52.109999999999999	16.5	3.3399999999999999	35.549999999999997
IPI00111957.3	Histone H2B type 1-A;Histone H2B, testis;Testis-specific histone H2B	Hist1h2ba;Th2b	P70696;A0JNS9	NP_783594	NA	ENSMUST00000052776	MGI:2448375	127	14193.24	100.22	"NA"	"NA"	"NA"	"NA"
IPI00125448.3;IPI00473908.1	Nucleoside diphosphate kinase, mitochondrial;nm23-M4;Nucleoside diphosphate kinase D	Nme4	Q9WV84;Q9CS68	NP_062705	NM_019731	ENSMUST00000025007	MGI:1931148	186	19069.35	152.53	11.01	14.6	0.87	65.010000000000005
IPI00133190.3;IPI00653304.1	Kidney mitochondrial carrier protein 1;Solute carrier family 25 member 30	Slc25a30;Kmcp1	Q9CR58;Q8R206	NP_080508	NM_026232	ENSMUST00000022580	MGI:1914804	291	17361.36	14.72	14.140000000000001	2.9300000000000002	3.6000000000000001	85.659999999999997
IPI00132044.1	UPF0448 protein C10orf104 homolog	D10Ertd641e	Q9CPV2	NP_079790	NM_025514	ENSMUST00000020307	MGI:1289325	110	19470.9	9.5	38.289999999999999	8.7799999999999994	3.7999999999999998	48.770000000000003
IPI00268688.3	CD2-associated protein;Mesenchyme-to-epithelium transition protein with SH3 domains 1	Cd2ap;Mets1	Q9JLQ0;B2RRE8	NP_033977	NM_009847	ENSMUST00000024709	MGI:1330281	637	21491.41	61.18	9.9199999999999999	9.1999999999999993	0.94999999999999996	75.019999999999996
IPI00226384.2;IPI00955092.1	Putative uncharacterized protein	Rbbp5	Q8BX09-1;Q8BX09;Q8BX09-2	NP_766105	NM_172517	ENSMUST00000027700	MGI:1918367;MGI:1918367	538	20078.37	49.77	8.0500000000000007	5.4800000000000004	1.1699999999999999	92.370000000000005
IPI00465535.1;IPI00272501.4;IPI00118794.2;IPI00918199.1	Ankyrin repeat domain-containing protein 17;Gene trap ankyrin repeat protein;Ankyrin repeat domain-containing protein FOE	Ankrd17;Foe;Gtar;Kiaa0697	Q99NH0-1;Q99NH0;Q99NH0-2;Q3U5I3;Q99NH0-3	NP_112148;NP_932127	NM_030886	ENSMUST00000014421;ENSMUST00000081914	MGI:1932101;MGI:1932101;MGI:1932101	2603	21081.91	15.41	22.190000000000001	7.4900000000000002	2.5	64.480000000000004
IPI00468418.2;IPI00471128.2;IPI00749981.2	Signal transducing adapter molecule 2;Hrs-binding protein	Stam2;Hbp	O88811-1;O88811;Q3TGH8;O88811-2	NP_062641	NM_019667	ENSMUST00000102759	MGI:1929100;MGI:1929100	523	19940.07	27.57	8.0199999999999996	13.9	0.56999999999999995	120.39
IPI00165730.4;IPI00845794.1	Putative phospholipase B-like 2;Phospholipase B domain-containing protein 2;Lamina ancestor homolog 2;LAMA-like protein 2;76 kDa protein;p76;66.3 kDa protein;Putative phospholipase B-like 2 28 kDa form;Putative phospholipase B-like 2 40 kDa form;Putative phospholipase B-like 2 15 kDa form	Plbd2	Q3TCN2-1;Q3TCN2;Q3TCN2-2	NP_076114	NM_023625	ENSMUST00000031597	MGI:1919022;MGI:1919022	594	23265.33	174.26	15.23	21.550000000000001	0.81999999999999995	41.899999999999999
IPI00123744.1;IPI00752486.1	Cystatin-C;Cystatin-3;Cystatin C	Cst3;RP23-250M11.9-002	P21460;A2APX2;Q3U5K7;Q9EPX9;A2APX3	NP_034106	NM_009976	ENSMUST00000028938	MGI:102519;MGI:102519	140	42861.22	5.36	341.56	20.109999999999999	19.129999999999999	26.260000000000002
IPI00322492.3;IPI00742310.4;IPI00875852.1;IPI00515199.1;IPI00515527.1	Ewing sarcoma breakpoint region 1;RNA-binding protein EWS;Putative uncharacterized protein	Ewsr1;RP23-338J18.1-009;Ews;Ewsh;RP23-338J18.1-007	Q5SUS9;Q61545;Q3UI30;Q6NVA3;Q9CRS5;Q9D2P0;Q5SUT0	NP_031994	NM_007968	ENSMUST00000102930;ENSMUST00000079949;ENSMUST00000073308	MGI:99960;MGI:99960;MGI:99960;MGI:99960	661	47361.18	78	100.15000000000001	9.8800000000000008	9.0999999999999996	15.23
IPI00554929.2	Heat shock protein HSP 90-beta;HSP 84;Tumor-specific transplantation 84 kDa antigen	Hsp90ab1;Hsp84;Hsp84-1;Hspcb	P11499	NA	NA	ENSMUST00000024739	MGI:96247	724	12927.43	27.62	"NA"	"NA"	"NA"	"NA"
IPI00277028.4;IPI00890333.1;IPI00114872.1;IPI00922954.2;IPI00922988.2	Negative elongation factor B;Cofactor of BRCA1;MKIAA1182 protein	Cobra1;Nelfb;MNCb-5210;mKIAA1182	Q8C4Y3;A2AHZ8;Q69ZP4	NP_067368	NM_021393	ENSMUST00000059849;ENSMUST00000114367	MGI:1931035;MGI:1931035	580	20860.71	96.19	16.850000000000001	10.869999999999999	1.4199999999999999	37.829999999999998
IPI00315606.5;IPI00114024.3;IPI00754611.1	Survival of motor neuron protein-interacting protein 1;Component of gems 2;Gemin-2	Sip1;Gemin2	Q9CQQ4	NP_079932	NM_025656	ENSMUST00000021379	MGI:1913853	269	15695.01	94.83	6.9900000000000002	3.8300000000000001	1.75	97.930000000000007
IPI00112017.5;IPI00652635.2;IPI00653232.2;IPI00830588.1	CTP synthase 2;UTP--ammonia ligase 2;CTP synthetase 2	Ctps2	P70303-1;P70303;A2AEQ7;P70303-2;A2AEQ8;P70303-3;A2AEQ6	NP_001162040;NP_001162041;NP_061207;NP_001162043	NA	ENSMUST00000033727;ENSMUST00000101093;ENSMUST00000112301;ENSMUST00000112303	MGI:1933185;MGI:1933185;MGI:1933185	586	28840.02	125.87	"NA"	"NA"	"NA"	"NA"
IPI00127407.1;IPI00649962.3;IPI00856182.1;IPI00653813.1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1;Lysyl hydroxylase 1	Plod1;Plod	Q9R0E2;A2A7Z0;Q3TZN4;Q3UE11;Q91Z26	NP_035252	NM_011122	ENSMUST00000019199	MGI:99907	728	44686.73	21.65	21.789999999999999	32.780000000000001	0.93999999999999995	113.68000000000001
IPI00453603.1;IPI00556724.3;IPI00648229.1;IPI00225077.3	Ribosomal protein S6 kinase beta-1;Ribosomal protein S6 kinase I;S6K1;70 kDa ribosomal protein S6 kinase 1;p70 S6 kinase alpha	Rps6kb1	Q8BSK8-1;Q8BSK8;Q8BSK8-2;Q3UXD8;Q5SWG1;Q9CST0	NP_001107806	NM_001114334	ENSMUST00000020824	MGI:1270849;MGI:1270849	525	10039.92	30.03	11.43	9.5099999999999998	1.0700000000000001	40.68
IPI00222937.1;IPI00607013.2	Heat shock 70 kDa protein 13;Stress 70 protein chaperone microsome-associated 60 kDa protein;Microsomal stress 70 protein ATPase core	Hspa13;Stch	Q8BM72-1;Q8BM72	NP_084477	NM_030201	ENSMUST00000046283	MGI:1309463	471	15837.84	16.97	9.6300000000000008	9.4100000000000001	0.91000000000000003	105.36
IPI00119302.1;IPI00858259.1;IPI00856558.1;IPI00399720.1	Protein TSSC4	Tssc4;MNCb-3063	Q9JHE7-1;Q9JHE7	NP_001108557;NP_064681	NM_001115085	ENSMUST00000060433	MGI:1861712	317	15644.28	65.82	"NA"	4.6699999999999999	"NA"	"NA"
